Name,Phone,Email,Website,Zip Code,Address
Sunshine Bakery,(612) 315-4458,N/A,N/A,55418,"3654 Stinson Blvd, Minneapolis, MN 55418"
Panaderia Lomabonita,(763) 331-0470,N/A,N/A,55421,"923 45th Ave NE, Minneapolis, MN 55421"
Cinnabon,(952) 858-8208,N/A,http://www.cinnabon.com,55401,"Mall Of America, Minneapolis, MN 55401"
Baker Properties,(952) 893-2224,N/A,N/A,55416,"1660 Highway 100 S, Minneapolis, MN 55416"
Little Pete's,(952) 217-4591,N/A,N/A,55439,"7015 Amundson Ave, Minneapolis, MN 55439"
Christina's Cafe,(612) 333-7912,N/A,http://christinas-cafe.com,55401,"119 N 4th St, Minneapolis, MN 55401"
Bimbo Bakeries,(612) 861-5926,N/A,http://bimbobakeriesusa.com,55423,"6949 Nicollet Ave, Minneapolis, MN 55423"
Panaderia La Espiga,(763) 717-1720,N/A,N/A,55432,"8347 University Ave NE Ste A, Minneapolis, MN 55432"
Patisserie Margo,(952) 926-0548,N/A,N/A,55436,"5133 Gus Young Ln, Minneapolis, MN 55436"
Sweets Bakeshop,(612) 208-0672,weddings@sweetsbakeshop.com,http://sweetsbakeshop.com,55419,"4747 Nicollet Ave, Minneapolis, MN 55419"
Taystee Bakery Outlet,(612) 861-5926,N/A,N/A,55423,"6949 Nicollet Ave, Minneapolis, MN 55423"
Crescent Moon Bakery,(612) 767-3313,listings@greenspring.com,http://www.crescentmoonfoods.net,55414,"1517 Como Ave SE, Minneapolis, MN 55414"
Rose Street Patisserie,(612) 259-7921,N/A,http://patisserie46.com,55410,"2811 W 43rd St, Minneapolis, MN 55410"
Lofthouse Bakery Products Inc,(763) 574-2222,N/A,N/A,55432,"7350 Commerce Ln NE, Minneapolis, MN 55432"
Muffin Man Cafe,(952) 922-5539,N/A,N/A,55426,"6490 Excelsior Blvd Ste E06, Minneapolis, MN 55426"
Marissa's Bakery,(612) 871-4519,virisbakery@gmail.com,http://www.marissasinc.com,55408,"2750 Nicollet Ave, Minneapolis, MN 55408"
Panaderia El Savor Ecuatoriano,(612) 208-1452,N/A,N/A,55408,"339 E Lake St, Minneapolis, MN 55408"
Bakers' Field Flour & Bread,(612) 545-5555,Contact@Bakersfieldflour.Com,http://bakersfieldflour.com,55413,"1401 Marshall St NE, Minneapolis, MN 55413"
Holy Land Brand,(612) 870-6104,mw@holylandbrand.com,http://www.holylandbrand.com,55407,"920 E Lake St, Minneapolis, MN 55407"
Crescent Moon Bakery,(612) 782-0169,homeofthefootballpizza@gmail.com,http://crescentmoonbakery.com,55418,"2339 Central Ave NE, Minneapolis, MN 55418"
Holy Land Bakery & Deli,(612) 781-2627,jerilynnwright@holylandbrand.com,http://holylandbrand.com,55418,"2513 Central Ave NE, Minneapolis, MN 55418"
